,tweets,user_name,location,geo,ftokens,lemma
551, see this is the crap im talking aboutlet me know what you thinkthanks,racerr52,U.S.A,,"['see', 'crap', 'im', 'talking', 'aboutlet', 'know', 'thinkthanks']","['see', 'crap', 'im', 'talk', 'aboutlet', 'know', 'thinkthanks']"
552, It’s a Covid fest  Tulsa 20,houseboatbob65,,,"['’', 'covid', 'fest', 'tulsa', '20']","['’', 'covid', 'fest', 'tulsa', '20']"
553, Floyd was a drug addict and a career criminal He died of a heart attack due to drugs and covid It was not… ,jeff91623798,,,"['floyd', 'drug', 'addict', 'career', 'criminal', 'died', 'heart', 'attack', 'due', 'drugs', 'covid', 'not…']","['floyd', 'drug', 'addict', 'career', 'criminal', 'died', 'heart', 'attack', 'due', 'drug', 'covid', 'not…']"
554,   a person very close to her died because of Covid19 and she was very ba… ,joshsreason,fan account ,,"['person', 'close', 'died', 'covid19', 'ba…']","['person', 'close', 'die', 'covid19', 'ba…']"
555, On a sidenote I’m assuming you follow Meghan McCain based on this tweet If not ignore this but the s… ,SeanFrenchh,,,"['sidenote', '’', 'assuming', 'follow', 'meghan', 'mccain', 'based', 'tweet', 'ignore', 's…']","['sidenote', '’', 'assume', 'follow', 'meghan', 'mccain', 'base', 'tweet', 'ignore', 's…']"
556,   Staunch conservatives arent wearing masks and catching Covid Youre goin… ,KoolKarl97,Miami Beach,,"['staunch', 'conservatives', 'arent', 'wearing', 'masks', 'catching', 'covid', 'youre', 'goin…']","['staunch', 'conservative', 'arent', 'wear', 'mask', 'catch', 'covid', 'youre', 'goin…']"
557,Buddy first dog to test positive for COVID19 in the US has died  Even though the GermanShepherd likely had c… ,LLRX,,,"['buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'us', 'died', 'even', 'though', 'germanshepherd', 'likely', 'c…']","['buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'u', 'die', 'even', 'though', 'germanshepherd', 'likely', 'c…']"
558, And they ALL own the government Coincidence small business are going out of business due to COVID… ,Cooperfamili,"San Diego, CA",,"['government', 'coincidence', 'small', 'business', 'going', 'business', 'due', 'covid…']","['government', 'coincidence', 'small', 'business', 'go', 'business', 'due', 'covid…']"
559,Had a horrible Covid thought Cannonball may represent the last of summer fun,FatguyOld,,,"['horrible', 'covid', 'thought', 'cannonball', 'may', 'represent', 'last', 'summer', 'fun']","['horrible', 'covid', 'think', 'cannonball', 'may', 'represent', 'last', 'summer', 'fun']"
560, hydroxychloriquineworks  Please help Texas fight Covid,ChefBetoRodarte,,,"['hydroxychloriquineworks', 'please', 'help', 'texas', 'fight', 'covid']","['hydroxychloriquineworks', 'please', 'help', 'texas', 'fight', 'covid']"
561, HEALSAct COVID19 Bill  2 billion for F35s175 billion for  FBI buildi… ,i_AmMyBrand,Mississippi • Illinois • DMV,,"['healsact', 'covid19', 'bill', '2', 'billion', 'f35s175', 'billion', 'fbi', 'buildi…']","['healsact', 'covid19', 'bill', '2', 'billion', 'f35s175', 'billion', 'fbi', 'buildi…']"
562,A Texas congressman who often refused to wear a mask has tested positive for COVID19 and suggests wearing a mask m… ,davidcharns,,,"['texas', 'congressman', 'often', 'refused', 'wear', 'mask', 'tested', 'positive', 'covid19', 'suggests', 'wearing', 'mask', 'm…']","['texas', 'congressman', 'often', 'refuse', 'wear', 'mask', 'test', 'positive', 'covid19', 'suggest', 'wear', 'mask', 'm…']"
563, It is a piece of cloth that you wear to save your life and mainly others You wear a seatbelt correct… ,comeundone0,"California, USA",,"['piece', 'cloth', 'wear', 'save', 'life', 'mainly', 'others', 'wear', 'seatbelt', 'correct…']","['piece', 'cloth', 'wear', 'save', 'life', 'mainly', 'others', 'wear', 'seatbelt', 'correct…']"
564,  Well now they can slap everyone on vents to get the additional 30 covid reimbursementTh… ,NocturnalChoco1,,,"['well', 'slap', 'everyone', 'vents', 'get', 'additional', '30', 'covid', 'reimbursementth…']","['well', 'slap', 'everyone', 'vent', 'get', 'additional', '30', 'covid', 'reimbursementth…']"
565,   How am I a bigot The Navajo nations have the worst COVID19 cases If you aren’t a… ,Retromaven,,,"['bigot', 'navajo', 'nations', 'worst', 'covid19', 'cases', '’', 'a…']","['bigot', 'navajo', 'nation', 'bad', 'covid19', 'case', '’', 'a…']"
566,Just getting depressed looking at Covid numbers while jamming out to Hatsune Miku hbu,newluke500,Indianapolis(in August) ,,"['getting', 'depressed', 'looking', 'covid', 'numbers', 'jamming', 'hatsune', 'miku', 'hbu']","['get', 'depress', 'look', 'covid', 'number', 'jam', 'hatsune', 'miku', 'hbu']"
567, Yes you idiot quit refusing to give Americans what they need to pay their bills Instead you want to… ,bespeterson,Newbury Park CA,,"['yes', 'idiot', 'quit', 'refusing', 'give', 'americans', 'need', 'pay', 'bills', 'instead', 'want', 'to…']","['yes', 'idiot', 'quit', 'refuse', 'give', 'american', 'need', 'pay', 'bill', 'instead', 'want', 'to…']"
568,Dr Fauci Suggests People Wear Goggles To Protect Against COVID19 ,Closer1775,"California, USA",,"['dr', 'fauci', 'suggests', 'people', 'wear', 'goggles', 'protect', 'covid19']","['dr', 'fauci', 'suggest', 'people', 'wear', 'goggles', 'protect', 'covid19']"
569,Utah registers lowest COVID19 case count in a month and a halfCacheValley ,CVDaily,"Cache Valley, Utah",,"['utah', 'registers', 'lowest', 'covid19', 'case', 'count', 'month', 'halfcachevalley']","['utah', 'register', 'low', 'covid19', 'case', 'count', 'month', 'halfcachevalley']"
570,The Biggest Political Weapon In The History Of The United States COVID19,2impose,,,"['biggest', 'political', 'weapon', 'history', 'united', 'states', 'covid19']","['big', 'political', 'weapon', 'history', 'united', 'state', 'covid19']"
571,  There’s about 100 strains of COVID19 in America at this point honestly 🥴 But there are fo… ,PaulaPMc,,,"['’', '100', 'strains', 'covid19', 'america', 'point', 'honestly', '\U0001f974', 'fo…']","['’', '100', 'strain', 'covid19', 'america', 'point', 'honestly', '\U0001f974', 'fo…']"
572,What’s more important a bill or preventing your child from catching COVID19  anyone that value bills or work ove… ,iBeSuckaFree,Ma$e Blvd.,,"['’', 'important', 'bill', 'preventing', 'child', 'catching', 'covid19', 'anyone', 'value', 'bills', 'work', 'ove…']","['’', 'important', 'bill', 'prevent', 'child', 'catch', 'covid19', 'anyone', 'value', 'bill', 'work', 'ove…']"
573, trump is doing nothing to help us with covid,Alejand65202270,,,"['trump', 'nothing', 'help', 'us', 'covid']","['trump', 'nothing', 'help', 'u', 'covid']"
574, How is it possible that we have a president foolish enough to promote this wacko out of all the ot… ,RichardLWehmey1,"Oregon, USA",,"['possible', 'president', 'foolish', 'enough', 'promote', 'wacko', 'ot…']","['possible', 'president', 'foolish', 'enough', 'promote', 'wacko', 'ot…']"
575,Got symptoms of SARSCoV2 such as a fever but the test comes back negative Have you been outdoor in vegetated ar… ,eTickCA,"Sherbrooke, Québec",,"['got', 'symptoms', 'sarscov2', 'fever', 'test', 'comes', 'back', 'negative', 'outdoor', 'vegetated', 'ar…']","['get', 'symptom', 'sarscov2', 'fever', 'test', 'come', 'back', 'negative', 'outdoor', 'vegetate', 'ar…']"
576,  The   the same one that has been kicked out of several countries ,Higginsolivia3,,,"['one', 'kicked', 'several', 'countries']","['one', 'kick', 'several', 'country']"
577,The key to defeating COVID19 already exists We need to start using it  Opinion ,jenleebunch,,,"['key', 'defeating', 'covid19', 'already', 'exists', 'need', 'start', 'using', 'opinion']","['key', 'defeat', 'covid19', 'already', 'exist', 'need', 'start', 'use', 'opinion']"
578,Amy Hedrick CEO of Cleanbox Technology tells us she is very very busy with the NewNormal offering smart tech hy… ,thevrara,Global,,"['amy', 'hedrick', 'ceo', 'cleanbox', 'technology', 'tells', 'us', 'busy', 'newnormal', 'offering', 'smart', 'tech', 'hy…']","['amy', 'hedrick', 'ceo', 'cleanbox', 'technology', 'tell', 'u', 'busy', 'newnormal', 'offer', 'smart', 'tech', 'hy…']"
579,The world is a complete mess People being told to wait in their cars So much for global warming Covid croc,Stoneageromeo1,"everywhere, sojourner CB FLA",,"['world', 'complete', 'mess', 'people', 'told', 'wait', 'cars', 'much', 'global', 'warming', 'covid', 'croc']","['world', 'complete', 'mess', 'people', 'tell', 'wait', 'car', 'much', 'global', 'warming', 'covid', 'croc']"
580,Sick of these niggas Covid19,TracEllis_Sauce,RIP to my loved ones ☝️❤,,"['sick', 'niggas', 'covid19']","['sick', 'nigga', 'covid19']"
581,Below is a check on the status of COVID19 coronavirus cases throughout the Twin Tiers on Wednesday July 29 at 7… ,WENYTV,"Horseheads, NY",,"['check', 'status', 'covid19', 'coronavirus', 'cases', 'throughout', 'twin', 'tiers', 'wednesday', 'july', '29', '7…']","['check', 'status', 'covid19', 'coronavirus', 'case', 'throughout', 'twin', 'tier', 'wednesday', 'july', '29', '7…']"
582,Bill Gates Slow Turnaround of COVID19 Tests Makes Them A Complete Waste American Patrio… ,rlthatejt,,,"['bill', 'gates', 'slow', 'turnaround', 'covid19', 'tests', 'makes', 'complete', 'waste', 'american', 'patrio…']","['bill', 'gate', 'slow', 'turnaround', 'covid19', 'test', 'make', 'complete', 'waste', 'american', 'patrio…']"
583,Below is a check on the status of COVID19 coronavirus cases throughout the Twin Tiers on Wednesday July 29 at 7… ,NYLocalIthaca,"Ithaca, NY",,"['check', 'status', 'covid19', 'coronavirus', 'cases', 'throughout', 'twin', 'tiers', 'wednesday', 'july', '29', '7…']","['check', 'status', 'covid19', 'coronavirus', 'case', 'throughout', 'twin', 'tier', 'wednesday', 'july', '29', '7…']"
584,   Perhaps the biggest event in the first 4 months of WW2 was the invasion of Polan… ,primusvideo,"Hampshire, UK",,"['perhaps', 'biggest', 'event', 'first', '4', 'months', 'ww2', 'invasion', 'polan…']","['perhaps', 'big', 'event', 'first', '4', 'month', 'ww2', 'invasion', 'polan…']"
585,man fuck covid ,roblovesbeard,"tacoma, b.c.",,"['man', 'fuck', 'covid']","['man', 'fuck', 'covid']"
586,Adani infuriates citizens of Mumbai with inflated power bills – in midst of COVID chaos Here nationalist BJP memb… ,BobBrownFndn,"Hobart, Australia",,"['adani', 'infuriates', 'citizens', 'mumbai', 'inflated', 'power', 'bills', '–', 'midst', 'covid', 'chaos', 'nationalist', 'bjp', 'memb…']","['adani', 'infuriate', 'citizen', 'mumbai', 'inflated', 'power', 'bill', '–', 'midst', 'covid', 'chaos', 'nationalist', 'bjp', 'memb…']"
587,Very sad news Exclusive Buddy first dog to test positive for COVID19 in the US has died ,pi_lizzie,Left my ❤️ n N. O. ⚜️,,"['sad', 'news', 'exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'us', 'died']","['sad', 'news', 'exclusive', 'buddy', 'first', 'dog', 'test', 'positive', 'covid19', 'u', 'die']"
588,  He’s on continuous drugs—Covid doesn’t stand a chance,Serabbi,,,"['’', 'continuous', 'drugs—covid', '’', 'stand', 'chance']","['’', 'continuous', 'drugs—covid', '’', 'stand', 'chance']"
589,Florida reports record increase in COVID19 deaths for second day in a row  via ,LynneAShapiro,"Scottsdale, Arizona",,"['florida', 'reports', 'record', 'increase', 'covid19', 'deaths', 'second', 'day', 'row', 'via']","['florida', 'report', 'record', 'increase', 'covid19', 'deaths', 'second', 'day', 'row', 'via']"
590,Can’t believe people still think this isn’t a big problem  ,SpyderSpyce,SoCal,,"['’', 'believe', 'people', 'still', 'think', '’', 'big', 'problem']","['’', 'believe', 'people', 'still', 'think', '’', 'big', 'problem']"
591, Really Like an idiot gov and covid isnt enough Im sorry for you,catsden234,United States,,"['really', 'like', 'idiot', 'gov', 'covid', 'isnt', 'enough', 'im', 'sorry']","['really', 'like', 'idiot', 'gov', 'covid', 'isnt', 'enough', 'im', 'sorry']"
592,  And we said  shrug let them get covid,Buvvy_,"NY. No, the other part. ",,"['said', 'shrug', 'let', 'get', 'covid']","['say', 'shrug', 'let', 'get', 'covid']"
593,I keep seeing that the way back to normal from Covid is science If that is true then when we come into the world w… ,jeanette_landen,"Mount Horeb, WI",,"['keep', 'seeing', 'way', 'back', 'normal', 'covid', 'science', 'true', 'come', 'world', 'w…']","['keep', 'see', 'way', 'back', 'normal', 'covid', 'science', 'true', 'come', 'world', 'w…']"
594,      the rich are too stupid to make a difference… ,jozef95685808,,,"['rich', 'stupid', 'make', 'difference…']","['rich', 'stupid', 'make', 'difference…']"
595,Your  are putting in the time to make sure we’re ready for the start of school in this pandemic era Thank y… ,BHSATS,Tiger Field ,,"['putting', 'time', 'make', 'sure', '’', 'ready', 'start', 'school', 'pandemic', 'era', 'thank', 'y…']","['put', 'time', 'make', 'sure', '’', 'ready', 'start', 'school', 'pandemic', 'era', 'thank', 'y…']"
596,I hope none of yall lose anyone close to you to COVID But it really seems like some of you have to in order to wa… ,herefortheweed,"Houston, TX",,"['hope', 'none', 'yall', 'lose', 'anyone', 'close', 'covid', 'really', 'seems', 'like', 'order', 'wa…']","['hope', 'none', 'yall', 'lose', 'anyone', 'close', 'covid', 'really', 'seem', 'like', 'order', 'wa…']"
597,So excellent ang government response for COVID19 Yes or No ,dumidyeypee,,,"['excellent', 'ang', 'government', 'response', 'covid19', 'yes']","['excellent', 'ang', 'government', 'response', 'covid19', 'yes']"
598,I needed a new profile picture for the social mediasSo happy to have found  to make this amazing p… ,leavingrichmond,los angeles,,"['needed', 'new', 'profile', 'picture', 'social', 'mediasso', 'happy', 'found', 'make', 'amazing', 'p…']","['need', 'new', 'profile', 'picture', 'social', 'mediasso', 'happy', 'find', 'make', 'amazing', 'p…']"
599, Like wisco should if anyone in charge had a brain and realized a 996 percent survival rate with covid… ,Turtleman333,United States,,"['like', 'wisco', 'anyone', 'charge', 'brain', 'realized', '996', 'percent', 'survival', 'rate', 'covid…']","['like', 'wisco', 'anyone', 'charge', 'brain', 'realize', '996', 'percent', 'survival', 'rate', 'covid…']"
600,Edition 368 Skipping the party after 30 years two big themes client changes gold as defensive generation blame… ,FirstlinksAus,Australia,,"['edition', '368', 'skipping', 'party', '30', 'years', 'two', 'big', 'themes', 'client', 'changes', 'gold', 'defensive', 'generation', 'blame…']","['edition', '368', 'skip', 'party', '30', 'year', 'two', 'big', 'theme', 'client', 'change', 'gold', 'defensive', 'generation', 'blame…']"
601,  Coronavirus and COVID19 are two separate things,robb_wag,The Sun,,"['coronavirus', 'covid19', 'two', 'separate', 'things']","['coronavirus', 'covid19', 'two', 'separate', 'thing']"
602,Of the 27000 tests yesterday only were 77 positive Because of previous false positives reported Toronto actually… ,Markus4Ward2,Etobicoke,,"['27000', 'tests', 'yesterday', '77', 'positive', 'previous', 'false', 'positives', 'reported', 'toronto', 'actually…']","['27000', 'test', 'yesterday', '77', 'positive', 'previous', 'false', 'positive', 'report', 'toronto', 'actually…']"
603,Nearly 1000 new COVID19 cases 7 new deaths in Bexar County ,mtcfsh,Ft. Sam Houston,,"['nearly', '1000', 'new', 'covid19', 'cases', '7', 'new', 'deaths', 'bexar', 'county']","['nearly', '1000', 'new', 'covid19', 'case', '7', 'new', 'death', 'bexar', 'county']"
604, if you tuck your shirt into your underpants you reduce your risk of spreading covid by 63 pack t… ,DumbWings,"New Jersey, USA",,"['tuck', 'shirt', 'underpants', 'reduce', 'risk', 'spreading', 'covid', '63', 'pack', 't…']","['tuck', 'shirt', 'underpants', 'reduce', 'risk', 'spread', 'covid', '63', 'pack', 't…']"
605,What has the creepy porn Lawer been up to anything besides Covid and riots,Shore8Lee,"Fuquay-Varina, NC / Brooklyn",,"['creepy', 'porn', 'lawer', 'anything', 'besides', 'covid', 'riots']","['creepy', 'porn', 'lawer', 'anything', 'besides', 'covid', 'riot']"
606, The WSJ story has a lot of “if’s” amp “it seems like’s” followed by fiction Science seems to say COVID… ,geigerdavid,"Johns Creek, GA",,"['wsj', 'story', 'lot', '“', '’', '”', 'amp', '“', 'seems', 'like', '’', '”', 'followed', 'fiction', 'science', 'seems', 'say', 'covid…']","['wsj', 'story', 'lot', '“', '’', '”', 'amp', '“', 'seem', 'like', '’', '”', 'follow', 'fiction', 'science', 'seem', 'say', 'covid…']"
607, Episode 39 of ⁦⁩ is out Find us on Apple Spotify PodBean and Soundcloud Search 1440 KEYS Ben… ,SirEdwardJames,"Corpus Christi, TX",,"['episode', '39', '\u2066\u2069', 'find', 'us', 'apple', 'spotify', 'podbean', 'soundcloud', 'search', '1440', 'keys', 'ben…']","['episode', '39', '\u2066\u2069', 'find', 'u', 'apple', 'spotify', 'podbean', 'soundcloud', 'search', '1440', 'key', 'ben…']"
608,    So are you saying we should wear masks all the time even when… ,Death2Tyrants84,,,"['saying', 'wear', 'masks', 'time', 'even', 'when…']","['say', 'wear', 'mask', 'time', 'even', 'when…']"
609,LifePetitions  Petitions for a Culture of Life ,kcjlou,"Cottage Grove, MN ",,"['lifepetitions', 'petitions', 'culture', 'life']","['lifepetitions', 'petition', 'culture', 'life']"
610,Leaked documents from the job creating National Covid Commission show Nev Powers JobGeriatric plan which will see… ,thetopjob,,,"['leaked', 'documents', 'job', 'creating', 'national', 'covid', 'commission', 'show', 'nev', 'powers', 'jobgeriatric', 'plan', 'see…']","['leak', 'document', 'job', 'create', 'national', 'covid', 'commission', 'show', 'nev', 'power', 'jobgeriatric', 'plan', 'see…']"
611, This is our new reality COVID isn’t going away at this rate We’re just gonna have to live with th… ,slmply_m3,,,"['new', 'reality', 'covid', '’', 'going', 'away', 'rate', '’', 'gon', 'na', 'live', 'th…']","['new', 'reality', 'covid', '’', 'go', 'away', 'rate', '’', 'gon', 'na', 'live', 'th…']"
612,107282020 Belarus president who suggested vodka cured COVID19 says he tested positive,CodesUcq,,,"['107282020', 'belarus', 'president', 'suggested', 'vodka', 'cured', 'covid19', 'says', 'tested', 'positive']","['107282020', 'belarus', 'president', 'suggest', 'vodka', 'cure', 'covid19', 'say', 'test', 'positive']"
613, Why is  wearing a mask Is she protecting herself from COVID19 Hmmm yet she wants t… ,Ashpaz1983,"Irvine, CA",,"['wearing', 'mask', 'protecting', 'covid19', 'hmmm', 'yet', 'wants', 't…']","['wear', 'mask', 'protect', 'covid19', 'hmmm', 'yet', 'want', 't…']"
614,  The healthy Covid19 positive patients,sharkhaywood,"Clovis, CA",,"['healthy', 'covid19', 'positive', 'patients']","['healthy', 'covid19', 'positive', 'patient']"
615,Why is patently wrong af mansplaining still a thing It’s a shame that Covid hasn’t managed to kill that off,randommsugirl,the viaducts of your dreams 🔮,,"['patently', 'wrong', 'af', 'mansplaining', 'still', 'thing', '’', 'shame', 'covid', '’', 'managed', 'kill']","['patently', 'wrong', 'af', 'mansplaining', 'still', 'thing', '’', 'shame', 'covid', '’', 'manage', 'kill']"
616,BREAKING  UPDATE The ABC understands 723 new cases of Covid have been confirmed overnight It is the highest dail… ,JulianBAbbott,Canberra,,"['breaking', 'update', 'abc', 'understands', '723', 'new', 'cases', 'covid', 'confirmed', 'overnight', 'highest', 'dail…']","['break', 'update', 'abc', 'understand', '723', 'new', 'case', 'covid', 'confirm', 'overnight', 'high', 'dail…']"
617,  COVID gave the Astros and MLB a brief reprieve over this cluster Now it has slapped them in the… ,bkbeban,"Eugene, Oregon",,"['covid', 'gave', 'astros', 'mlb', 'brief', 'reprieve', 'cluster', 'slapped', 'the…']","['covid', 'give', 'astros', 'mlb', 'brief', 'reprieve', 'cluster', 'slap', 'the…']"
618, MANY MANY doctors assure the public OVER amp OVER that HCQ weakens the potential of COVID19 leading to self… ,jjenningsUSA,"Portland, OR frm Chicago-2016",,"['many', 'many', 'doctors', 'assure', 'public', 'amp', 'hcq', 'weakens', 'potential', 'covid19', 'leading', 'self…']","['many', 'many', 'doctor', 'assure', 'public', 'amp', 'hcq', 'weaken', 'potential', 'covid19', 'lead', 'self…']"
619,SENATE NEEDS TO INCREASE SNAP BENEFITS ITS NOW OR NEVER Call Congress 800 8263688 Increase SNAP benefits by… ,NewMexicoIPL,"Albuquerque, New Mexico",,"['senate', 'needs', 'increase', 'snap', 'benefits', 'never', 'call', 'congress', '800', '8263688', 'increase', 'snap', 'benefits', 'by…']","['senate', 'need', 'increase', 'snap', 'benefit', 'never', 'call', 'congress', '800', '8263688', 'increase', 'snap', 'benefit', 'by…']"
620,I understand these are scary times but if you started acting different or started instilling fear in others because… ,jojonuts,Lynwizzle ,,"['understand', 'scary', 'times', 'started', 'acting', 'different', 'started', 'instilling', 'fear', 'others', 'because…']","['understand', 'scary', 'time', 'start', 'act', 'different', 'start', 'instill', 'fear', 'others', 'because…']"
621, Drug companies also dont want people to know this,TruthSpeaksTrue,"Rochester, NY",,"['drug', 'companies', 'also', 'dont', 'want', 'people', 'know']","['drug', 'company', 'also', 'dont', 'want', 'people', 'know']"
622,   You know damn well Biden will use covid for a reason to not debate or… ,roger_covey,,,"['know', 'damn', 'well', 'biden', 'use', 'covid', 'reason', 'debate', 'or…']","['know', 'damn', 'well', 'biden', 'use', 'covid', 'reason', 'debate', 'or…']"
623, Who’s in charge of safe school openings in Florida Who knows  Commentary,gdlstchr,"Florida, USA",,"['’', 'charge', 'safe', 'school', 'openings', 'florida', 'knows', 'commentary']","['’', 'charge', 'safe', 'school', 'opening', 'florida', 'know', 'commentary']"
624,       Go get covid please ,FTrxpp,,,"['go', 'get', 'covid', 'please']","['go', 'get', 'covid', 'please']"
625,Symptom clusters in Covid19 A potential clinical prediction tool from the COVID Symptom study app ,datmaven,,,"['symptom', 'clusters', 'covid19', 'potential', 'clinical', 'prediction', 'tool', 'covid', 'symptom', 'study', 'app']","['symptom', 'cluster', 'covid19', 'potential', 'clinical', 'prediction', 'tool', 'covid', 'symptom', 'study', 'app']"
626,COVID19 is a hoax created by Hallmark to sell more pandemic cards,trumpaldump,Dump Tower,,"['covid19', 'hoax', 'created', 'hallmark', 'sell', 'pandemic', 'cards']","['covid19', 'hoax', 'create', 'hallmark', 'sell', 'pandemic', 'card']"
627,Miss todays Industry Recover Task Force Global Town Hall A full replay will be available soon but in the meantim… ,HPAonline,"Los Angeles, CA",,"['miss', 'todays', 'industry', 'recover', 'task', 'force', 'global', 'town', 'hall', 'full', 'replay', 'available', 'soon', 'meantim…']","['miss', 'today', 'industry', 'recover', 'task', 'force', 'global', 'town', 'hall', 'full', 'replay', 'available', 'soon', 'meantim…']"
628,I heard some real nonsense today That because the average number of deaths in the UK this year is lower than last… ,dmsenterprise,UK,,"['heard', 'real', 'nonsense', 'today', 'average', 'number', 'deaths', 'uk', 'year', 'lower', 'last…']","['heard', 'real', 'nonsense', 'today', 'average', 'number', 'death', 'uk', 'year', 'lower', 'last…']"
629,Corruption Risk During the COVID19 Pandemic A QampA With Greenberg Traurigs Cuneyt A Akay Sandra D Gonzalez Mi… ,BrianBernardLaw,"Austin, TX",,"['corruption', 'risk', 'covid19', 'pandemic', 'qampa', 'greenberg', 'traurigs', 'cuneyt', 'akay', 'sandra', 'gonzalez', 'mi…']","['corruption', 'risk', 'covid19', 'pandemic', 'qampa', 'greenberg', 'traurigs', 'cuneyt', 'akay', 'sandra', 'gonzalez', 'mi…']"
630, I’ll stand in line and risk getting COVID to make sure my vote counts against him,joshnjaime,,,"['’', 'stand', 'line', 'risk', 'getting', 'covid', 'make', 'sure', 'vote', 'counts']","['’', 'stand', 'line', 'risk', 'get', 'covid', 'make', 'sure', 'vote', 'count']"
631,Exactly we still have tour when Covid is over ,Kitkatadele,ᑕᗩᒪIᖴOᖇᑎIᗩ,,"['exactly', 'still', 'tour', 'covid']","['exactly', 'still', 'tour', 'covid']"
632,In patients hospitalized with COVID19 hydroxychloroquine was not associated with reductions in 28day mortality b… ,614bam,"Columbus, Ohio",,"['patients', 'hospitalized', 'covid19', 'hydroxychloroquine', 'associated', 'reductions', '28day', 'mortality', 'b…']","['patient', 'hospitalize', 'covid19', 'hydroxychloroquine', 'associate', 'reduction', '28day', 'mortality', 'b…']"
633,Covid 19 Half Face Mask Bike Mask Sports Mask AntiDust Outdoor Sports Mask Carbon ,alaa_express,united,,"['covid', '19', 'half', 'face', 'mask', 'bike', 'mask', 'sports', 'mask', 'antidust', 'outdoor', 'sports', 'mask', 'carbon']","['covid', '19', 'half', 'face', 'mask', 'bike', 'mask', 'sport', 'mask', 'antidust', 'outdoor', 'sport', 'mask', 'carbon']"
634, Why aren’t ppl social distancing I doubt they’re filming wmasks on I’m still in quarantine becaus… ,realrealitysis,"Los Angeles, CA",,"['’', 'ppl', 'social', 'distancing', 'doubt', '’', 'filming', 'wmasks', '’', 'still', 'quarantine', 'becaus…']","['’', 'ppl', 'social', 'distance', 'doubt', '’', 'film', 'wmasks', '’', 'still', 'quarantine', 'becaus…']"
635,Can anyone provide a simple example of a large corporate store being shut down by the health department related to… ,maelfyn,"Maryland, USA ",,"['anyone', 'provide', 'simple', 'example', 'large', 'corporate', 'store', 'shut', 'health', 'department', 'related', 'to…']","['anyone', 'provide', 'simple', 'example', 'large', 'corporate', 'store', 'shut', 'health', 'department', 'relate', 'to…']"
636, How to Spread Covid  Exhibit A,BethGummere,,,"['spread', 'covid', 'exhibit']","['spread', 'covid', 'exhibit']"
637,I got some done questions and I am going to ask them covid COVID19 COVID19 ,lukechueh,Los Angeles,,"['got', 'done', 'questions', 'going', 'ask', 'covid', 'covid19', 'covid19']","['get', 'do', 'question', 'go', 'ask', 'covid', 'covid19', 'covid19']"
638,Fuck covid I might seriously have to stay in this shit ass town right when I thought I could finally leave,manyasharelle,"Winona, MN",,"['fuck', 'covid', 'might', 'seriously', 'stay', 'shit', 'ass', 'town', 'right', 'thought', 'could', 'finally', 'leave']","['fuck', 'covid', 'might', 'seriously', 'stay', 'shit', 'as', 'town', 'right', 'think', 'could', 'finally', 'leave']"
639,Thank you   I’m one of the many who have been silenced because of me trying to post frontline doctors t… ,Cjinscs,"South Carolina, USA",,"['thank', '’', 'one', 'many', 'silenced', 'trying', 'post', 'frontline', 'doctors', 't…']","['thank', '’', 'one', 'many', 'silence', 'try', 'post', 'frontline', 'doctor', 't…']"
640, Hey look congressman covid looks like a rioter Where are the Gestapo when you need one,BobbieNYC10012,"Saint Louis, MO NYer #StrongerTogether #FactsMatter #TrumpRussia #TrumpCrimeFamily",,"['hey', 'look', 'congressman', 'covid', 'looks', 'like', 'rioter', 'gestapo', 'need', 'one']","['hey', 'look', 'congressman', 'covid', 'look', 'like', 'rioter', 'gestapo', 'need', 'one']"
641, Fuck you you hack You sat on your hands for MONTHS Whose bill has gimmees for Trump and corporate A… ,K8TDidToo,Fifth Circle of Hell,,"['fuck', 'hack', 'sat', 'hands', 'months', 'whose', 'bill', 'gimmees', 'trump', 'corporate', 'a…']","['fuck', 'hack', 'sit', 'hand', 'month', 'whose', 'bill', 'gimmees', 'trump', 'corporate', 'a…']"
642,      Prolonged lockdowns are no solutions to chec… ,ark_advocate, India.,,"['prolonged', 'lockdowns', 'solutions', 'chec…']","['prolonged', 'lockdown', 'solution', 'chec…']"
643, After trumps blundering efforts to appear to be doing something about COVID19 failed he expected… ,marki480,"Federal Way, WA",,"['trumps', 'blundering', 'efforts', 'appear', 'something', 'covid19', 'failed', 'expected…']","['trump', 'blunder', 'effort', 'appear', 'something', 'covid19', 'fail', 'expected…']"
644, To a COVID free one 🤔,RafRatinam,"Melbourne, Australia ",,"['covid', 'free', 'one', '🤔']","['covid', 'free', 'one', '🤔']"
645,After COVID19 I never want to hear an old antimasker say a damned thing about how young people are selfish or entitled WearADamnMask,jordy_mcforty,,,"['covid19', 'never', 'want', 'hear', 'old', 'antimasker', 'say', 'damned', 'thing', 'young', 'people', 'selfish', 'entitled', 'wearadamnmask']","['covid19', 'never', 'want', 'hear', 'old', 'antimasker', 'say', 'damn', 'thing', 'young', 'people', 'selfish', 'entitle', 'wearadamnmask']"
