,tweets,user_name,location,geo,ftokens,lemma
93,OnwardCO is built for individuals impacted by job loss during the COVID19 pandemic connecting you to essential li… ,Onward_Colorado,Colorado,,"['onwardco', 'built', 'individuals', 'impacted', 'job', 'loss', 'covid19', 'pandemic', 'connecting', 'essential', 'li…']","['onwardco', 'build', 'individual', 'impacted', 'job', 'loss', 'covid19', 'pandemic', 'connect', 'essential', 'li…']"
94, Actually sweaty Jim Jordan is the carrier His sweat flies out of his hair when hes flailing aroun… ,rosarioalcala,"Austin, TX",,"['actually', 'sweaty', 'jim', 'jordan', 'carrier', 'sweat', 'flies', 'hair', 'hes', 'flailing', 'aroun…']","['actually', 'sweaty', 'jim', 'jordan', 'carrier', 'sweat', 'fly', 'hair', 'he', 'flail', 'aroun…']"
95,Rebecca Judd EXPLODES at Victorian officials for letting people with COVID19 leave their homes… ,vishne0,India,,"['rebecca', 'judd', 'explodes', 'victorian', 'officials', 'letting', 'people', 'covid19', 'leave', 'homes…']","['rebecca', 'judd', 'explode', 'victorian', 'official', 'let', 'people', 'covid19', 'leave', 'homes…']"
96,Mentioned this on the podthe best thing about Showtime’s schedule is that it’s built for Covid No tent pole sta… ,Fistianadospod,"Los Angeles, CA",,"['mentioned', 'podthe', 'best', 'thing', 'showtime', '’', 'schedule', '’', 'built', 'covid', 'tent', 'pole', 'sta…']","['mention', 'podthe', 'best', 'thing', 'showtime', '’', 'schedule', '’', 'build', 'covid', 'tent', 'pole', 'sta…']"
97,It means a functional economy fellow citizens eating and living in houses less covid and lower crime ,ShockleyRachel,"Durango, CO",,"['means', 'functional', 'economy', 'fellow', 'citizens', 'eating', 'living', 'houses', 'less', 'covid', 'lower', 'crime']","['mean', 'functional', 'economy', 'fellow', 'citizen', 'eat', 'live', 'house', 'less', 'covid', 'low', 'crime']"
98, Hows Congressman Covid doing,g_berish,,,"['hows', 'congressman', 'covid']","['hows', 'congressman', 'covid']"
99,   Players coming in to KC community from Florida Texas Louisiana Mississippi etc a… ,novak2324,"Hell, Earth ",,"['players', 'coming', 'kc', 'community', 'florida', 'texas', 'louisiana', 'mississippi', 'etc', 'a…']","['player', 'come', 'kc', 'community', 'florida', 'texas', 'louisiana', 'mississippi', 'etc', 'a…']"
100,Just a few nations driving much of worlds COVID19 surge ,drjohnmorley,St louis,,"['nations', 'driving', 'much', 'worlds', 'covid19', 'surge']","['nation', 'drive', 'much', 'world', 'covid19', 'surge']"
101,Lazio Region to conduct coronavirus tests on passengers arriving in Rome by bus from abroad People arriving into R… ,H24News_,,,"['lazio', 'region', 'conduct', 'coronavirus', 'tests', 'passengers', 'arriving', 'rome', 'bus', 'abroad', 'people', 'arriving', 'r…']","['lazio', 'region', 'conduct', 'coronavirus', 'test', 'passenger', 'arrive', 'rome', 'bus', 'abroad', 'people', 'arrive', 'r…']"
102,According to ABC24 over 700 new cases of Covid expected today A new record Looks like Victoria will be in lockdo… ,JustSay32330928,"Melbourne, Victoria",,"['according', 'abc24', '700', 'new', 'cases', 'covid', 'expected', 'today', 'new', 'record', 'looks', 'like', 'victoria', 'lockdo…']","['accord', 'abc24', '700', 'new', 'case', 'covid', 'expect', 'today', 'new', 'record', 'look', 'like', 'victoria', 'lockdo…']"
103,Seems like an unfortunate new record today 723 new COVID19 cases in the last 24 hours in Victoria,BurneTom,"Queensland, Australia",,"['seems', 'like', 'unfortunate', 'new', 'record', 'today', '723', 'new', 'covid19', 'cases', 'last', '24', 'hours', 'victoria']","['seem', 'like', 'unfortunate', 'new', 'record', 'today', '723', 'new', 'covid19', 'case', 'last', '24', 'hour', 'victoria']"
104, The US was always going to come out of this looking terrible whether the numbers were legit or not… ,Greg_Tolan,,,"['us', 'always', 'going', 'come', 'looking', 'terrible', 'whether', 'numbers', 'legit', 'not…']","['u', 'always', 'go', 'come', 'look', 'terrible', 'whether', 'number', 'legit', 'not…']"
105, I look forward to it Im thinking of looking at the effect COVID19 has on the efficacy of PRP in the… ,GAbelseth,,,"['look', 'forward', 'im', 'thinking', 'looking', 'effect', 'covid19', 'efficacy', 'prp', 'the…']","['look', 'forward', 'im', 'think', 'look', 'effect', 'covid19', 'efficacy', 'prp', 'the…']"
106,    We have concluded that there is no beneficial effect of… ,LAWriter,"Los Angeles, CA",,"['concluded', 'beneficial', 'effect', 'of…']","['conclude', 'beneficial', 'effect', 'of…']"
107,I think it has to do more with Americans’ unwillingness to care about other people than our awful medicine model… ,gemini6ice,"Boston, MA",,"['think', 'americans', '’', 'unwillingness', 'care', 'people', 'awful', 'medicine', 'model…']","['think', 'american', '’', 'unwillingness', 'care', 'people', 'awful', 'medicine', 'model…']"
108,  Youre right but isnt it more about aiming for zero covid than actually achieving it Ke… ,Laughing_John,,,"['youre', 'right', 'isnt', 'aiming', 'zero', 'covid', 'actually', 'achieving', 'ke…']","['youre', 'right', 'isnt', 'aim', 'zero', 'covid', 'actually', 'achieve', 'ke…']"
109,Teachers who defy Covid orders frequenting nail hair salons gyms and retail stores and going on vacays while ref… ,JenTheRiot,http://www.jennifertheriot.com,,"['teachers', 'defy', 'covid', 'orders', 'frequenting', 'nail', 'hair', 'salons', 'gyms', 'retail', 'stores', 'going', 'vacays', 'ref…']","['teacher', 'defy', 'covid', 'order', 'frequent', 'nail', 'hair', 'salon', 'gyms', 'retail', 'store', 'go', 'vacays', 'ref…']"
110, What chance does Covid have against the great TP,VivianDark78,US-Europe-SE Asia-ME,,"['chance', 'covid', 'great', 'tp']","['chance', 'covid', 'great', 'tp']"
111,Questionable line items on PH COVID19 ledgerP4M nucleic acid extractor similar equipment  bought by private s… ,DeeCMeyer,,,"['questionable', 'line', 'items', 'ph', 'covid19', 'ledgerp4m', 'nucleic', 'acid', 'extractor', 'similar', 'equipment', 'bought', 'private', 's…']","['questionable', 'line', 'item', 'ph', 'covid19', 'ledgerp4m', 'nucleic', 'acid', 'extractor', 'similar', 'equipment', 'buy', 'private', 's…']"
112, apparently COVID causes severe swelling of the lips be on the lookout for it,Andrew90353277,,,"['apparently', 'covid', 'causes', 'severe', 'swelling', 'lips', 'lookout']","['apparently', 'covid', 'cause', 'severe', 'swell', 'lip', 'lookout']"
113, Please contact  about her COVID experience  I will PM her   She’s on round 2 lives in NYC… ,innertattoo,NYC Area,,"['please', 'contact', 'covid', 'experience', 'pm', '’', 'round', '2', 'lives', 'nyc…']","['please', 'contact', 'covid', 'experience', 'pm', '’', 'round', '2', 'life', 'nyc…']"
114,I foolishly decided to respond to a “the money we spend on public health measures to fight COVID19 should be spent… ,newmo99,"Kentucky, USA",,"['foolishly', 'decided', 'respond', '“', 'money', 'spend', 'public', 'health', 'measures', 'fight', 'covid19', 'spent…']","['foolishly', 'decide', 'respond', '“', 'money', 'spend', 'public', 'health', 'measure', 'fight', 'covid19', 'spent…']"
115,only disease worse than covidis the engagement fever,carly_vh,Saint Joseph's University '19,,"['disease', 'worse', 'covidis', 'engagement', 'fever']","['disease', 'bad', 'covidis', 'engagement', 'fever']"
116, Name one thing he’s done worse then kill 4000 elderly that couldn’t defend themselves  That’s just NY… ,kedwards63,United States,,"['name', 'one', 'thing', '’', 'done', 'worse', 'kill', '4000', 'elderly', '’', 'defend', '’', 'ny…']","['name', 'one', 'thing', '’', 'do', 'bad', 'kill', '4000', 'elderly', '’', 'defend', '’', 'ny…']"
117,knew i recognized covid duncan keith ,hockeypanda,philly,,"['knew', 'recognized', 'covid', 'duncan', 'keith']","['know', 'recognize', 'covid', 'duncan', 'keith']"
118,COVID19CURES NOBODY NEEDS TO DIE  FRONTLINE DOCTORS STORM DC  THOUSANDS OF DOCTORS ARE BEING SILENCED,WitnessnewsI,,,"['covid19cures', 'nobody', 'needs', 'die', 'frontline', 'doctors', 'storm', 'dc', 'thousands', 'doctors', 'silenced']","['covid19cures', 'nobody', 'need', 'die', 'frontline', 'doctor', 'storm', 'dc', 'thousand', 'doctor', 'silence']"
119,    Test case for other destructive natural disasters and Covid combo,mjc5169,,,"['test', 'case', 'destructive', 'natural', 'disasters', 'covid', 'combo']","['test', 'case', 'destructive', 'natural', 'disaster', 'covid', 'combo']"
120,  Why are taxpayers paying for your campaign fund raising COVID19 spreading trips Your c… ,Jaxson5280,,,"['taxpayers', 'paying', 'campaign', 'fund', 'raising', 'covid19', 'spreading', 'trips', 'c…']","['taxpayer', 'pay', 'campaign', 'fund', 'raise', 'covid19', 'spread', 'trip', 'c…']"
121, To meand maybe it’s just methe next clippers game was the one that got moved right after Kobe So I tho… ,hoosiermumma,,,"['meand', 'maybe', '’', 'methe', 'next', 'clippers', 'game', 'one', 'got', 'moved', 'right', 'kobe', 'tho…']","['meand', 'maybe', '’', 'methe', 'next', 'clipper', 'game', 'one', 'get', 'move', 'right', 'kobe', 'tho…']"
122, The money is different than when you played Juice And if these players get COVID and god forbid peri… ,PrettyGlobal23,"Cupertino, CA",,"['money', 'different', 'played', 'juice', 'players', 'get', 'covid', 'god', 'forbid', 'peri…']","['money', 'different', 'play', 'juice', 'player', 'get', 'covid', 'god', 'forbid', 'peri…']"
123, They’re sick alrightsick from COVID19 and your ineptness and also sick of you… ,jpfsportsfan,,,"['’', 'sick', 'alrightsick', 'covid19', 'ineptness', 'also', 'sick', 'you…']","['’', 'sick', 'alrightsick', 'covid19', 'ineptness', 'also', 'sick', 'you…']"
124, “ I was the person who pipped in the fake fan sounds during games during covid19”  some 20 something kid in a year from now,melmznart,"Providence, RI",,"['“', 'person', 'pipped', 'fake', 'fan', 'sounds', 'games', 'covid19', '”', '20', 'something', 'kid', 'year']","['“', 'person', 'pip', 'fake', 'fan', 'sound', 'game', 'covid19', '”', '20', 'something', 'kid', 'year']"
125, I know I’m not suppose to wish Covid on any other human and I’ll leave it up to all of you to finish my sentence,MilerRoxie,,,"['know', '’', 'suppose', 'wish', 'covid', 'human', '’', 'leave', 'finish', 'sentence']","['know', '’', 'suppose', 'wish', 'covid', 'human', '’', 'leave', 'finish', 'sentence']"
126,Exclusive COVID19 ,withoutname2020,,,"['exclusive', 'covid19']","['exclusive', 'covid19']"
127,this covid crap is trash and a big ass fluke but the hazard pay is amaaaaazing 🤑,macywtf,Somewhere in Tx,,"['covid', 'crap', 'trash', 'big', 'ass', 'fluke', 'hazard', 'pay', 'amaaaaazing', '🤑']","['covid', 'crap', 'trash', 'big', 'as', 'fluke', 'hazard', 'pay', 'amaaaaazing', '🤑']"
128,Health Experts Urge A Shutdown DoOver As COVID19 Cases Surge ,CitizensIntel,USA ,,"['health', 'experts', 'urge', 'shutdown', 'doover', 'covid19', 'cases', 'surge']","['health', 'expert', 'urge', 'shutdown', 'doover', 'covid19', 'case', 'surge']"
129, Episode 39 is out  Find us on Apple Spotify PodBean and Soundcloud Search 1440 KEYS Benchwarmers  Bel… ,thebench1440,"Corpus Christi, TX",,"['episode', '39', 'find', 'us', 'apple', 'spotify', 'podbean', 'soundcloud', 'search', '1440', 'keys', 'benchwarmers', 'bel…']","['episode', '39', 'find', 'u', 'apple', 'spotify', 'podbean', 'soundcloud', 'search', '1440', 'key', 'benchwarmers', 'bel…']"
130, Did u pple social distance wear masks when you dropped off the BODY BAGS Bet NOT NURSESDOCTORSTRUC… ,19JRHS,,,"['u', 'pple', 'social', 'distance', 'wear', 'masks', 'dropped', 'body', 'bags', 'bet', 'nursesdoctorstruc…']","['u', 'pple', 'social', 'distance', 'wear', 'mask', 'drop', 'body', 'bag', 'bet', 'nursesdoctorstruc…']"
131,   Yeah just can’t sue the company you work for when they give you Covidbu… ,mr_greigh,,,"['yeah', '’', 'sue', 'company', 'work', 'give', 'covidbu…']","['yeah', '’', 'sue', 'company', 'work', 'give', 'covidbu…']"
132,Hes a complete liar COVID19 COVID19 Corona ,CroadSpare,,,"['hes', 'complete', 'liar', 'covid19', 'covid19', 'corona']","['he', 'complete', 'liar', 'covid19', 'covid19', 'corona']"
133,I dont think many Americans understand how bad COVID is 150000 dead in five months is a horrific number And tha… ,bwreed,"Boston, MA",,"['dont', 'think', 'many', 'americans', 'understand', 'bad', 'covid', '150000', 'dead', 'five', 'months', 'horrific', 'number', 'tha…']","['dont', 'think', 'many', 'american', 'understand', 'bad', 'covid', '150000', 'dead', 'five', 'month', 'horrific', 'number', 'tha…']"
134,Nothing says Depopulation like banning a drug that can cure the Virus Ohio WELCOME TO THE HUNGER GAMES Where w… ,BluffsWatch,On my people's land,,"['nothing', 'says', 'depopulation', 'like', 'banning', 'drug', 'cure', 'virus', 'ohio', 'welcome', 'hunger', 'games', 'w…']","['nothing', 'say', 'depopulation', 'like', 'ban', 'drug', 'cure', 'virus', 'ohio', 'welcome', 'hunger', 'game', 'w…']"
135,It is possible to catch COVID19 from someone who has just a mild cough and does not feel illSome reports have i… ,nobanner,,,"['possible', 'catch', 'covid19', 'someone', 'mild', 'cough', 'feel', 'illsome', 'reports', 'i…']","['possible', 'catch', 'covid19', 'someone', 'mild', 'cough', 'feel', 'illsome', 'report', 'i…']"
136, I really wasnt worried about low income housing in my neighborhood I am worried about dying from covid19,venice199605,,,"['really', 'wasnt', 'worried', 'low', 'income', 'housing', 'neighborhood', 'worried', 'dying', 'covid19']","['really', 'wasnt', 'worry', 'low', 'income', 'housing', 'neighborhood', 'worry', 'die', 'covid19']"
137, my sister had COVID19 amp you know how they say it affects taste she was eating alfredo sauce with chips,allytncat,"Ann Arbor, MI",,"['sister', 'covid19', 'amp', 'know', 'say', 'affects', 'taste', 'eating', 'alfredo', 'sauce', 'chips']","['sister', 'covid19', 'amp', 'know', 'say', 'affect', 'taste', 'eat', 'alfredo', 'sauce', 'chip']"
138,Y’all gotta understand texas is a HOTSPOT for covid Niggas haven’t been listening Blame it on the ppl that think… ,Fam0usKai,,,"['’', 'got', 'ta', 'understand', 'texas', 'hotspot', 'covid', 'niggas', '’', 'listening', 'blame', 'ppl', 'think…']","['’', 'get', 'ta', 'understand', 'texas', 'hotspot', 'covid', 'nigga', '’', 'listening', 'blame', 'ppl', 'think…']"
139,COVID19 and kids Why understanding the impact on children is crucial ,Desotofamilyca1,,,"['covid19', 'kids', 'understanding', 'impact', 'children', 'crucial']","['covid19', 'kid', 'understand', 'impact', 'child', 'crucial']"
140,Topranked Ash Barty withdraws from US Open citing Covid19  ,NZStuffSport,New Zealand,,"['topranked', 'ash', 'barty', 'withdraws', 'us', 'open', 'citing', 'covid19']","['topranked', 'ash', 'barty', 'withdraw', 'u', 'open', 'cite', 'covid19']"
141, The average age of a covid fatality in the UK is 82 older than the average age of death in the UK,ellipticaltrnr,,,"['average', 'age', 'covid', 'fatality', 'uk', '82', 'older', 'average', 'age', 'death', 'uk']","['average', 'age', 'covid', 'fatality', 'uk', '82', 'old', 'average', 'age', 'death', 'uk']"
142,Primary school pupil has Covid19  ,asia_newstoday,Asia Pacific & South East Asia,,"['primary', 'school', 'pupil', 'covid19']","['primary', 'school', 'pupil', 'covid19']"
143,btw my mom didn’t die she just got covid while i’ve been staying at bri’s LMAOOO,stfu_tj,"Mcloud,OK",,"['btw', 'mom', '’', 'die', 'got', 'covid', '’', 'staying', 'bri', '’', 'lmaooo']","['btw', 'mom', '’', 'die', 'get', 'covid', '’', 'stay', 'bri', '’', 'lmaooo']"
144,Lord I pray for protection for all the health care workers keep us healthy and safe from Covid Thank you Lord  ,05juju99,Australia,,"['lord', 'pray', 'protection', 'health', 'care', 'workers', 'keep', 'us', 'healthy', 'safe', 'covid', 'thank', 'lord']","['lord', 'pray', 'protection', 'health', 'care', 'worker', 'keep', 'u', 'healthy', 'safe', 'covid', 'thank', 'lord']"
145,Most people recover from COVID19 but there is no cure for stupidity ,JohnAvignone,"Austin, TX",,"['people', 'recover', 'covid19', 'cure', 'stupidity']","['people', 'recover', 'covid19', 'cure', 'stupidity']"
146,Texans Are Now Dying Every Six Minutes From COVID19 ,hallandoatbran,"Bismarck, ND",,"['texans', 'dying', 'every', 'six', 'minutes', 'covid19']","['texan', 'die', 'every', 'six', 'minute', 'covid19']"
147,Pritzker Practices but no games for sports like football given COVID19 threat ,dhpreps,Suburbs of Chicago,,"['pritzker', 'practices', 'games', 'sports', 'like', 'football', 'given', 'covid19', 'threat']","['pritzker', 'practice', 'game', 'sport', 'like', 'football', 'give', 'covid19', 'threat']"
